file,tensor,row_start,rows,cols,cells,positive_zero_cells,nonzero_bit_patterns,special_cells,dense_bytes,dictionary_header_lower_bound_bytes,rejected_by_dictionary_bound
model.safetensors,blocks.0.attn.c_k.weight,0,512,512,262144,0,261658,0,1048576,1046696,True
model.safetensors,blocks.0.attn.c_proj.weight,0,512,512,262144,0,261666,0,1048576,1046728,True
model.safetensors,blocks.0.attn.c_q.weight,0,512,512,262144,0,261627,0,1048576,1046572,True
model.safetensors,blocks.0.attn.c_v.weight,0,512,512,262144,0,261650,0,1048576,1046664,True
model.safetensors,blocks.0.mlp.c_fc.weight,0,512,512,262144,0,261691,0,1048576,1046828,True
model.safetensors,blocks.0.mlp.c_fc.weight,512,512,512,262144,0,261727,0,1048576,1046972,True
model.safetensors,blocks.0.mlp.c_fc.weight,1024,512,512,262144,0,261739,0,1048576,1047020,True
model.safetensors,blocks.0.mlp.c_fc.weight,1536,512,512,262144,0,261701,0,1048576,1046868,True
model.safetensors,blocks.0.mlp.c_proj.weight,0,512,2048,1048576,0,1041768,0,4194304,4167136,True
model.safetensors,blocks.1.attn.c_k.weight,0,512,512,262144,0,261671,0,1048576,1046748,True
model.safetensors,blocks.1.attn.c_proj.weight,0,512,512,262144,0,261684,0,1048576,1046800,True
model.safetensors,blocks.1.attn.c_q.weight,0,512,512,262144,0,261683,0,1048576,1046796,True
model.safetensors,blocks.1.attn.c_v.weight,0,512,512,262144,0,261667,0,1048576,1046732,True
model.safetensors,blocks.1.attn.ve_gate.weight,0,4,32,128,0,128,0,512,576,True
model.safetensors,blocks.1.mlp.c_fc.weight,0,512,512,262144,0,261745,0,1048576,1047044,True
model.safetensors,blocks.1.mlp.c_fc.weight,512,512,512,262144,0,261752,0,1048576,1047072,True
model.safetensors,blocks.1.mlp.c_fc.weight,1024,512,512,262144,0,261766,0,1048576,1047128,True
model.safetensors,blocks.1.mlp.c_fc.weight,1536,512,512,262144,0,261790,0,1048576,1047224,True
model.safetensors,blocks.1.mlp.c_proj.weight,0,512,2048,1048576,0,1042671,0,4194304,4170748,True
model.safetensors,blocks.2.attn.c_k.weight,0,512,512,262144,0,261681,0,1048576,1046788,True
model.safetensors,blocks.2.attn.c_proj.weight,0,512,512,262144,0,261663,0,1048576,1046716,True
