file,tensor,row_start,rows,cols,cells,positive_zero_cells,nonzero_bit_patterns,special_cells,dense_bytes,dictionary_header_lower_bound_bytes,rejected_by_dictionary_bound
model.safetensors,blocks.0.attn.c_k.weight,0,512,512,262144,0,261670,0,1048576,1046744,True
model.safetensors,blocks.0.attn.c_proj.weight,0,512,512,262144,0,261646,0,1048576,1046648,True
model.safetensors,blocks.0.attn.c_q.weight,0,512,512,262144,0,261631,0,1048576,1046588,True
model.safetensors,blocks.0.attn.c_v.weight,0,512,512,262144,0,261680,0,1048576,1046784,True
model.safetensors,blocks.0.mlp.c_fc.weight,0,512,512,262144,0,261667,0,1048576,1046732,True
model.safetensors,blocks.0.mlp.c_fc.weight,512,512,512,262144,0,261679,0,1048576,1046780,True
model.safetensors,blocks.0.mlp.c_fc.weight,1024,512,512,262144,0,261658,0,1048576,1046696,True
model.safetensors,blocks.0.mlp.c_fc.weight,1536,512,512,262144,0,261698,0,1048576,1046856,True
model.safetensors,blocks.0.mlp.c_proj.weight,0,512,2048,1048576,0,1041391,0,4194304,4165628,True
model.safetensors,blocks.1.attn.c_k.weight,0,512,512,262144,0,261652,0,1048576,1046672,True
model.safetensors,blocks.1.attn.c_proj.weight,0,512,512,262144,0,261668,0,1048576,1046736,True
model.safetensors,blocks.1.attn.c_q.weight,0,512,512,262144,0,261660,0,1048576,1046704,True
model.safetensors,blocks.1.attn.c_v.weight,0,512,512,262144,0,261647,0,1048576,1046652,True
model.safetensors,blocks.1.attn.ve_gate.weight,0,4,32,128,0,128,0,512,576,True
model.safetensors,blocks.1.mlp.c_fc.weight,0,512,512,262144,0,261704,0,1048576,1046880,True
model.safetensors,blocks.1.mlp.c_fc.weight,512,512,512,262144,0,261709,0,1048576,1046900,True
model.safetensors,blocks.1.mlp.c_fc.weight,1024,512,512,262144,0,261679,0,1048576,1046780,True
model.safetensors,blocks.1.mlp.c_fc.weight,1536,512,512,262144,0,261698,0,1048576,1046856,True
model.safetensors,blocks.1.mlp.c_proj.weight,0,512,2048,1048576,0,1041965,0,4194304,4167924,True
model.safetensors,blocks.2.attn.c_k.weight,0,512,512,262144,0,261662,0,1048576,1046712,True
model.safetensors,blocks.2.attn.c_proj.weight,0,512,512,262144,0,261640,0,1048576,1046624,True
model.safetensors,blocks.2.attn.c_q.weight,0,512,512,262144,0,261643,0,1048576,1046636,True
model.safetensors,blocks.2.attn.c_v.weight,0,512,512,262144,0,261696,0,1048576,1046848,True
model.safetensors,blocks.2.mlp.c_fc.weight,0,512,512,262144,0,261704,0,1048576,1046880,True
model.safetensors,blocks.2.mlp.c_fc.weight,512,512,512,262144,0,261692,0,1048576,1046832,True
model.safetensors,blocks.2.mlp.c_fc.weight,1024,512,512,262144,0,261698,0,1048576,1046856,True
model.safetensors,blocks.2.mlp.c_fc.weight,1536,512,512,262144,0,261710,0,1048576,1046904,True
model.safetensors,blocks.2.mlp.c_proj.weight,0,512,2048,1048576,0,1042257,0,4194304,4169092,True
model.safetensors,blocks.3.attn.c_k.weight,0,512,512,262144,0,261680,0,1048576,1046784,True
model.safetensors,blocks.3.attn.c_proj.weight,0,512,512,262144,0,261649,0,1048576,1046660,True
model.safetensors,blocks.3.attn.c_q.weight,0,512,512,262144,0,261655,0,1048576,1046684,True
model.safetensors,blocks.3.attn.c_v.weight,0,512,512,262144,0,261628,0,1048576,1046576,True
model.safetensors,blocks.3.attn.ve_gate.weight,0,4,32,128,0,128,0,512,576,True
model.safetensors,blocks.3.mlp.c_fc.weight,0,512,512,262144,0,261705,0,1048576,1046884,True
model.safetensors,blocks.3.mlp.c_fc.weight,512,512,512,262144,0,261681,0,1048576,1046788,True
model.safetensors,blocks.3.mlp.c_fc.weight,1024,512,512,262144,0,261656,0,1048576,1046688,True
model.safetensors,blocks.3.mlp.c_fc.weight,1536,512,512,262144,0,261704,0,1048576,1046880,True
model.safetensors,blocks.3.mlp.c_proj.weight,0,512,2048,1048576,0,1042266,0,4194304,4169128,True
model.safetensors,blocks.4.attn.c_k.weight,0,512,512,262144,0,261683,0,1048576,1046796,True
model.safetensors,blocks.4.attn.c_proj.weight,0,512,512,262144,0,261655,0,1048576,1046684,True
model.safetensors,blocks.4.attn.c_q.weight,0,512,512,262144,0,261639,0,1048576,1046620,True
model.safetensors,blocks.4.attn.c_v.weight,0,512,512,262144,0,261664,0,1048576,1046720,True
model.safetensors,blocks.4.mlp.c_fc.weight,0,512,512,262144,0,261706,0,1048576,1046888,True
model.safetensors,blocks.4.mlp.c_fc.weight,512,512,512,262144,0,261699,0,1048576,1046860,True
model.safetensors,blocks.4.mlp.c_fc.weight,1024,512,512,262144,0,261688,0,1048576,1046816,True
model.safetensors,blocks.4.mlp.c_fc.weight,1536,512,512,262144,0,261673,0,1048576,1046756,True
model.safetensors,blocks.4.mlp.c_proj.weight,0,512,2048,1048576,0,1042300,0,4194304,4169264,True
model.safetensors,blocks.5.attn.c_k.weight,0,512,512,262144,0,261648,0,1048576,1046656,True
model.safetensors,blocks.5.attn.c_proj.weight,0,512,512,262144,0,261680,0,1048576,1046784,True
model.safetensors,blocks.5.attn.c_q.weight,0,512,512,262144,0,261674,0,1048576,1046760,True
model.safetensors,blocks.5.attn.c_v.weight,0,512,512,262144,0,261620,0,1048576,1046544,True
model.safetensors,blocks.5.attn.ve_gate.weight,0,4,32,128,0,128,0,512,576,True
model.safetensors,blocks.5.mlp.c_fc.weight,0,512,512,262144,0,261685,0,1048576,1046804,True
model.safetensors,blocks.5.mlp.c_fc.weight,512,512,512,262144,0,261707,0,1048576,1046892,True
model.safetensors,blocks.5.mlp.c_fc.weight,1024,512,512,262144,0,261690,0,1048576,1046824,True
model.safetensors,blocks.5.mlp.c_fc.weight,1536,512,512,262144,0,261669,0,1048576,1046740,True
model.safetensors,blocks.5.mlp.c_proj.weight,0,512,2048,1048576,0,1042478,0,4194304,4169976,True
model.safetensors,blocks.6.attn.c_k.weight,0,512,512,262144,0,261660,0,1048576,1046704,True
model.safetensors,blocks.6.attn.c_proj.weight,0,512,512,262144,0,261692,0,1048576,1046832,True
model.safetensors,blocks.6.attn.c_q.weight,0,512,512,262144,0,261638,0,1048576,1046616,True
model.safetensors,blocks.6.attn.c_v.weight,0,512,512,262144,0,261670,0,1048576,1046744,True
model.safetensors,blocks.6.mlp.c_fc.weight,0,512,512,262144,0,261695,0,1048576,1046844,True
model.safetensors,blocks.6.mlp.c_fc.weight,512,512,512,262144,0,261658,0,1048576,1046696,True
model.safetensors,blocks.6.mlp.c_fc.weight,1024,512,512,262144,0,261673,0,1048576,1046756,True
model.safetensors,blocks.6.mlp.c_fc.weight,1536,512,512,262144,0,261673,0,1048576,1046756,True
model.safetensors,blocks.6.mlp.c_proj.weight,0,512,2048,1048576,0,1042479,0,4194304,4169980,True
model.safetensors,blocks.7.attn.c_k.weight,0,512,512,262144,0,261639,0,1048576,1046620,True
